ItemSK	WarehouseSK	CostCenterSK	IssueDateSK	Description
1900	11	22	20240727	NULL
27070	11	4	20240727	ارسال به کارگاه گروه پیرو درخواست 1726
4619	11	32	20240727	NULL
23651	10	NULL	20240727	NULL
23655	10	NULL	20240727	NULL
23649	10	NULL	20240727	NULL
23618	10	NULL	20240727	NULL
23648	10	NULL	20240727	NULL
23651	10	NULL	20240727	NULL
23655	10	NULL	20240727	NULL
23656	10	NULL	20240727	NULL
23649	10	NULL	20240727	NULL
23618	10	NULL	20240727	NULL
23648	10	NULL	20240727	NULL
23618	10	NULL	20240727	NULL
2195	11	32	20240727	NULL
6087	11	32	20240727	NULL
27177	11	32	20240727	NULL
27685	11	32	20240727	NULL
2106	11	32	20240727	NULL
1990	11	32	20240727	NULL
13252	11	1	20240728	ارسال به کارگاه گروه پیرو درخواست 1734*
3571	11	13	20240728	ارسال به کارگاه گروه پیرو درخواست 1729*
3361	11	9	20240728	ارسال به آقای کردستانی پیرو شماره درخواست 1619*
27690	11	14	20240728	ارسال به کارگاه گروه پیرو درخواست 1738 *
27693	11	2	20240728	ارسال به کارگاه گروه پیرو درخواست 1736 *
23561	11	8	20240728	ارسال به کارگاه گروه پیرو درخواست 1735 *
1943	11	15	20240728	NULL
2214	11	32	20240728	دریافتی از انبار عمران*
17651	11	8	20240728	NULL
18705	11	32	20240728	NULL
6290	11	32	20240728	NULL
6185	11	32	20240728	NULL
6293	11	32	20240728	NULL
27556	11	32	20240728	NULL
6696	11	32	20240728	NULL
23218	11	32	20240728	NULL
4104	11	32	20240728	NULL
13863	11	32	20240729	NULL
18820	11	32	20240729	NULL
1882	11	46	20240729	NULL
22576	11	32	20240729	NULL
8397	11	46	20240729	ارسال نمونه به کارگاه گروه جهت ساخت پیرو درخواست 1751 *
1885	11	34	20240729	جهت  نیروی فنی عمران *
7620	11	32	20240729	NULL
14523	11	32	20240729	NULL
480	11	32	20240729	NULL
26016	11	32	20240729	NULL
17593	11	32	20240729	NULL
24464	11	32	20240729	NULL
24582	11	32	20240729	NULL
18454	11	32	20240729	NULL
27699	11	32	20240729	NULL
27700	11	32	20240730	NULL
6453	11	32	20240730	NULL
17593	11	32	20240730	NULL
23543	11	32	20240730	NULL
5013	11	32	20240730	NULL
16612	11	32	20240730	با هماهنگی خانم مهندس تبرائی *جهت ارسال به توربومکانیک تارا فابریکی دستگاه داخل جعبه ابزار *
27707	11	32	20240730	NULL
24437	11	32	20240730	NULL
6130	11	32	20240730	NULL
8267	11	32	20240730	NULL
14957	11	32	20240730	NULL
24437	11	32	20240730	NULL
6104	11	32	20240730	NULL
639	11	32	20240730	NULL
22845	11	32	20240730	NULL
5790	11	32	20240730	NULL
17099	11	32	20240731	NULL
17097	11	32	20240731	NULL
12547	11	32	20240731	NULL
9810	11	32	20240731	NULL
9813	11	32	20240731	NULL
3925	11	32	20240731	NULL
7606	11	13	20240731	NULL
3416	11	13	20240731	پیرو درخواست 1710 جهت ارسال به شرکت چرندابی *
13967	11	32	20240731	NULL
6389	11	13	20240731	NULL
25386	11	32	20240731	NULL
5399	11	32	20240731	NULL
14426	11	32	20240731	NULL
6647	11	46	20240801	پیرو درخواست 1788 جهت ارسال به کارگاه 97 *
23653	10	NULL	20240801	NULL
23651	10	NULL	20240801	NULL
23649	10	NULL	20240801	NULL
23618	10	NULL	20240801	NULL
23654	10	NULL	20240801	NULL
19769	11	32	20240616	NULL
25750	11	32	20240616	NULL
6375	11	32	20240616	NULL
17204	11	32	20240617	NULL
20457	11	32	20240617	NULL
26344	11	32	20240617	NULL
4854	11	32	20240617	NULL
4860	11	32	20240617	NULL
17321	11	32	20240617	NULL
8869	11	32	20240617	NULL
8953	11	32	20240617	NULL
8954	11	32	20240617	NULL
6767	11	13	20240618	پیرو درخواست 1250 جهت ارسال به سنجش پیمای همیشه ردیاب *
3820	11	13	20240618	پیرو درخواست 1250 جهت ارسال به سنجش پیمای همیشه ردیاب *
6763	11	13	20240618	پیرو درخواست 1250 جهت ارسال به سنجش پیمای همیشه ردیاب *
14981	11	13	20240618	پیرو درخواست 1250 جهت ارسال به سنجش پیمای همیشه ردیاب *
27430	11	13	20240618	پیرو درخواست 1250 جهت ارسال به سنجش پیمای همیشه ردیاب *
27429	11	13	20240618	پیرو درخواست 1250 جهت ارسال به سنجش پیمای همیشه ردیاب *
3570	11	13	20240618	پیرو درخواست 1250 جهت ارسال به سنجش پیمای همیشه ردیاب *
3571	11	13	20240618	پیرو درخواست 1250 جهت ارسال به سنجش پیمای همیشه ردیاب *
26541	11	13	20240618	پیرو درخواست 1250 جهت ارسال به سنجش پیمای همیشه ردیاب *
12101	11	13	20240618	پیرو درخواست 1250 جهت ارسال به سنجش پیمای همیشه ردیاب *
27176	11	32	20240618	NULL
20787	11	32	20240618	NULL
27446	11	32	20240618	NULL
2702	11	32	20240618	NULL
27447	11	32	20240618	NULL
15942	11	27	20240901	NULL
2076	11	27	20240901	NULL
2047	11	27	20240901	NULL
8736	11	27	20240901	NULL
314	11	27	20240901	NULL
932	11	27	20240901	NULL
11885	11	27	20240901	NULL
7183	11	27	20240901	NULL
639	11	27	20240901	NULL
312	11	27	20240901	NULL
1237	11	32	20240901	NULL
1240	11	32	20240901	NULL
1238	11	32	20240901	NULL
27915	11	32	20240901	NULL
17921	11	32	20240902	NULL
5474	11	13	20240902	NULL
3634	11	32	20240902	NULL
4298	11	32	20240902	NULL
4297	11	32	20240902	NULL
27916	11	32	20240902	NULL
6591	11	32	20240902	NULL
4293	11	32	20240902	NULL
4340	11	32	20240902	NULL
16465	11	31	20240903	پیرو درخواست 2130 جهت ارسال به نعمیر *
16238	11	13	20240903	پیرو درخواست 2063 جهت ارسال به شارژ *
2812	11	32	20240903	NULL
3673	11	32	20240903	NULL
3674	11	32	20240903	NULL
4368	11	32	20240903	NULL
4371	11	32	20240903	NULL
3666	11	32	20240903	NULL
17020	11	32	20240903	NULL
4188	11	32	20240903	NULL
4182	11	32	20240903	NULL
11400	11	20	20240903	با هماهنگی خانم خلیلی و آقای داوری جهت اصلاح پایه ماکت *
11297	11	32	20240903	NULL
6592	11	32	20240903	NULL
6635	11	32	20240903	NULL
4383	11	32	20240903	NULL
4386	11	32	20240903	NULL
17010	11	32	20240903	NULL
7953	11	46	20240905	ارسال 2 عدد دای برنجک به کارگاه گروه صنعتی حهت تعمیر پیرو درخواست 2138 *
4282	11	32	20240905	NULL
4284	11	32	20240905	NULL
27924	11	32	20240905	NULL
4378	11	32	20240905	NULL
4082	11	32	20240905	NULL
21636	11	NULL	20240905	NULL
21651	11	32	20240905	NULL
17028	11	32	20240905	NULL
11879	11	32	20240905	NULL
24429	11	32	20240905	NULL
18824	11	32	20240905	NULL
27375	11	32	20240906	NULL
4475	11	32	20240906	NULL
4090	11	32	20240906	NULL
6614	11	32	20240906	NULL
4584	11	32	20240906	NULL
17284	11	32	20240906	NULL
4349	11	32	20240906	NULL
4205	11	32	20240906	NULL
4270	11	32	20240906	NULL
4214	11	32	20240906	NULL
4215	11	32	20240906	NULL
25394	11	13	20240907	ارسال به آقای یقطینی جهت تعمیر پیرو درخواست 2133 *
17044	11	32	20240907	NULL
12899	11	13	20240907	ارسال به شرکت آرتان هوا صنعت سایا پیرو درخواست 2123 *
6185	11	28	20240907	صندلی واحد کنترل کیفیت آقای کرم پور*
895	11	29	20240907	ارسال به شارژ پیرو درخواست 2084 *
891	11	29	20240907	ارسال به شارژ پیرو درخواست 2084 *
16117	11	29	20240907	ارسال به شارژ پیرو درخواست 2084 *
12101	11	32	20240907	NULL
27925	11	32	20240907	NULL
19685	11	32	20240907	NULL
3952	11	32	20240907	NULL
18826	11	32	20240907	NULL
6634	11	32	20240907	NULL
23653	10	NULL	20240817	NULL
23651	10	NULL	20240817	NULL
23655	10	NULL	20240817	NULL
23649	10	NULL	20240817	NULL
23618	10	NULL	20240817	NULL
23654	10	NULL	20240817	NULL
23653	10	NULL	20240817	NULL
23651	10	NULL	20240817	NULL
23655	10	NULL	20240817	NULL
23656	10	NULL	20240817	NULL
23649	10	NULL	20240817	NULL
23618	10	NULL	20240817	NULL
23654	10	NULL	20240817	NULL
23667	11	32	20240817	NULL
22098	11	32	20240817	NULL
22277	11	23	20240817	inspiron  n 5010   ***model :p10 F   ****42516957817   *
5499	11	32	20240817	NULL
16788	11	32	20240817	NULL
16787	11	32	20240817	NULL
1894	11	32	20240817	NULL
1885	11	32	20240817	NULL
1862	11	32	20240817	NULL
1854	11	32	20240817	NULL
27653	11	46	20240817	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 1972 *
27702	11	13	20240817	ارسال به کارگاه گروه پیرو درخواست 1964 *
11532	11	13	20240817	ارسال به کارگاه گروه پیرو درخواست 1964 *
27780	11	13	20240817	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 1976*
1873	11	29	20240817	NULL
27819	11	46	20240817	ارسال به کارگاه گروه جهت ساخت پیرو 1978*
14638	11	6	20240817	NULL
2866	11	32	20240817	NULL
10665	11	32	20240817	NULL
26563	11	8	20240818	ارسال به شرکت تجهیز صنعت باران جهت تعمیر پیرو درخواست 1822 *
3571	11	13	20240818	ارسال به شرکت سامی پمپ جهت تعمیر پیرو درخواست 1885 *
1912	11	31	20240818	NULL
2766	11	13	20240818	NULL
27749	11	32	20240818	NULL
14430	11	32	20240818	NULL
26321	11	13	20240818	ارسال به تعمیر پیرو درخواست 1982*
2820	11	32	20240818	NULL
12303	11	32	20240818	NULL
16117	11	29	20240819	NULL
27749	11	32	20240819	NULL
2456	11	32	20240819	NULL
2452	11	32	20240819	NULL
6112	11	13	20240819	ارسال به کارگاه گروه جهت اصلاح پیرو درخواست 1997*
4837	11	13	20240819	ارسال به کارگاه گروه جهت اصلاح پیرو درخواست 1997*
8012	11	13	20240819	ارسال به کارگاه گروه جهت اصلاح پیرو درخواست 1997*
4834	11	13	20240819	ارسال به کارگاه گروه جهت اصلاح پیرو درخواست 1997*
6011	11	13	20240819	ارسال به کارگاه گروه جهت اصلاح پیرو درخواست 1997*
4835	11	13	20240819	ارسال به کارگاه گروه جهت اصلاح پیرو درخواست 1997*
4067	11	32	20240819	NULL
7711	11	32	20240819	NULL
4992	11	32	20240819	NULL
5246	11	32	20240819	NULL
4139	11	13	20240819	NULL
4554	11	32	20240819	NULL
23660	11	32	20240819	NULL
10785	11	8	20240820	NULL
21775	11	8	20240820	NULL
18362	11	8	20240820	NULL
27837	11	32	20240820	NULL
27838	11	32	20240820	NULL
2444	11	32	20240820	NULL
2450	11	32	20240820	NULL
23326	11	32	20240820	NULL
2898	11	32	20240820	NULL
447	11	8	20240820	NULL
24764	11	32	20240820	NULL
5952	11	32	20240820	NULL
2368	11	32	20240820	NULL
2836	11	32	20240820	NULL
2832	11	32	20240820	NULL
2827	11	32	20240820	NULL
2823	11	32	20240820	NULL
25928	11	13	20240820	نوار برگشت از تعمیر با هماهنگی خانم موتمنی جهت موجودی انبار *
14703	11	32	20240820	NULL
1943	11	29	20240820	NULL
27653	11	15	20240820	NULL
10761	11	13	20240820	NULL
27782	11	46	20240820	NULL
5447	11	13	20240820	NULL
19863	11	13	20240820	NULL
19553	11	13	20240820	NULL
27702	11	13	20240820	NULL
11532	11	13	20240820	NULL
23591	11	13	20240820	NULL
504	11	29	20240820	به همراه شارژر و هندزفری*
23001	11	8	20240820	NULL
24387	11	8	20240820	NULL
16764	11	32	20240820	NULL
7655	11	32	20240820	NULL
6330	11	32	20240820	NULL
2349	11	32	20240820	NULL
16340	11	13	20240821	پیرو درخواست 2017 جهت ارسال به کارگاه*باهماهنگی اقای بیات
336	11	12	20240821	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1927
25767	11	32	20240821	برگشت به انبار جهت ارسال امانی به شرکت سیمین نقش با هماهنگی مهندس فرجی *
25768	11	32	20240821	برگشت به انبار جهت ارسال امانی به شرکت سیمین نقش با هماهنگی مهندس فرجی *
25769	11	32	20240821	برگشت به انبار جهت ارسال امانی به شرکت سیمین نقش با هماهنگی مهندس فرجی *
6537	11	32	20240721	NULL
6538	11	32	20240721	NULL
4928	11	32	20240721	NULL
6548	11	32	20240721	NULL
4926	11	32	20240721	NULL
6552	11	32	20240721	NULL
6556	11	32	20240721	NULL
4924	11	32	20240721	NULL
6539	11	32	20240721	NULL
6545	11	32	20240721	NULL
4952	11	32	20240721	NULL
6510	11	32	20240721	NULL
4948	11	32	20240721	NULL
6881	11	13	20240721	د.پیرو درخواست 1643 جهت ارسال به کارگاه با هماهنگی آقای بیات*
1149	11	32	20240721	NULL
2007	11	32	20240721	NULL
4497	11	32	20240721	NULL
4480	11	32	20240721	NULL
24156	11	29	20240721	NULL
27627	11	32	20240722	NULL
27626	11	13	20240722	NULL
27625	12	NULL	20240722	NULL
27552	12	NULL	20240722	NULL
27629	11	13	20240722	پیرو درخواست 1663 جهت ارسال به تعمیر *با هماهنگی اقای کربلائی و خانم تبرائی *
23541	11	13	20240722	پیرو درخواست 1663 جهت ارسال به تعمیر *با هماهنگی اقای کربلائی و خانم تبرائی *
11379	11	28	20240722	لاستیک ها استوک میباشد*
2076	11	23	20240722	NULL
8736	11	23	20240722	NULL
15942	11	23	20240722	NULL
10187	11	23	20240722	NULL
2073	11	23	20240722	NULL
2070	11	23	20240722	NULL
312	11	23	20240722	NULL
1883	11	46	20240722	NULL
27267	11	13	20240722	NULL
4903	11	32	20240722	NULL
6558	11	32	20240722	NULL
4906	11	32	20240722	NULL
6559	11	32	20240722	NULL
4919	11	32	20240722	NULL
6566	11	32	20240722	NULL
4918	11	32	20240722	NULL
4917	11	32	20240722	NULL
6520	11	32	20240722	NULL
4920	11	32	20240722	NULL
18795	11	46	20240723	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 1667*
17960	11	32	20240723	NULL
27636	11	6	20240723	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 1678*
5089	11	32	20240723	NULL
4015	11	32	20240723	NULL
27431	11	13	20240723	پیرو درخواست 1649 جهت ارسال به شرکت اناالکتریک *
27432	11	13	20240723	پیرو درخواست 1649 جهت ارسال به شرکت اناالکتریک *
2011	11	32	20240723	NULL
1240	11	32	20240723	NULL
12185	11	13	20240723	ارسال امانی به کشت و صنعت پیرو درخواست 1687 با هماهنگی آقای آزادبخت و خانم تبرایی*
24564	11	32	20240723	NULL
6522	11	32	20240723	NULL
18093	11	32	20240723	NULL
18097	11	32	20240723	NULL
8627	11	32	20240723	NULL
2395	11	32	20240724	NULL
7711	11	32	20240724	NULL
2749	11	13	20240724	NULL
2749	11	13	20240724	NULL
17604	11	13	20240724	NULL
16049	11	32	20240922	NULL
746	11	32	20240922	NULL
21647	11	32	20240922	NULL
4813	11	32	20240922	NULL
17236	11	32	20240922	NULL
27557	11	32	20240922	کالای موجود در کانکس ضایعات *
10392	12	NULL	20240923	NULL
9737	11	32	20240923	کالای موجود در کانکس ضایعات *
3822	11	32	20240923	کالای موجود در کانکس ضایعات *
28035	11	NULL	20240923	کالای موجود در کانکس ضایعات *
2658	11	32	20240923	کالای موجود در کانکس * با هماهنگی آقای بیات و آقای آزادبخت تحویل واحد عمران گردید *
6173	11	46	20240923	ارسال یک عدد کیس کامپیوتردستگاههای اکسترودر BCTF به کارگاه tmt جهت تعمیر پیرو درخواست 2342 *
3907	11	1	20240923	NULL
5005	11	34	20240923	NULL
4041	11	34	20240923	NULL
4001	11	34	20240923	NULL
1835	11	32	20240923	NULL
17593	11	32	20240923	NULL
4753	11	32	20240923	NULL
4751	11	32	20240923	NULL
4752	11	32	20240923	NULL
4746	11	32	20240923	NULL
4779	11	32	20240923	NULL
4777	11	32	20240923	NULL
18885	11	32	20240923	NULL
8443	11	32	20240923	NULL
1046	11	32	20240923	NULL
21805	11	20	20240923	NULL
27543	11	20	20240923	NULL
27541	11	20	20240923	NULL
27546	11	20	20240923	NULL
27544	11	20	20240923	NULL
27542	11	20	20240923	NULL
13654	11	20	20240923	NULL
27951	11	20	20240923	NULL
7890	11	20	20240923	NULL
15500	11	20	20240923	NULL
9411	11	20	20240923	NULL
18156	11	20	20240923	NULL
15713	11	20	20240923	NULL
7579	11	20	20240923	NULL
26172	11	20	20240923	NULL
1924	11	20	20240923	NULL
18154	11	20	20240923	NULL
6293	11	20	20240923	NULL
6240	11	20	20240923	NULL
7749	11	20	20240923	NULL
6832	11	32	20240701	NULL
18148	11	32	20240701	NULL
24440	11	32	20240701	NULL
19584	11	32	20240701	NULL
6271	11	32	20240701	NULL
24594	11	32	20240701	NULL
12538	11	32	20240701	NULL
20792	11	13	20240702	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 1404*
27492	11	13	20240702	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 1404*
13963	11	32	20240702	NULL
3947	11	32	20240702	NULL
890	11	29	20240702	جهت ارسال به شارژ پیرو درخواست 1346 *
895	11	29	20240702	جهت ارسال به شارژ پیرو درخواست 1346 *
894	11	29	20240702	جهت ارسال به شارژ پیرو درخواست 1346 *
16117	11	29	20240702	جهت ارسال به شارژ پیرو درخواست 1346 *
7930	11	15	20240702	NULL
24544	11	32	20240702	NULL
19890	11	8	20240702	ارسال به آقای کردستانی جهت تعمیر پیرو درخواست 1391 *
17593	11	32	20240702	NULL
27275	11	2	20240702	NULL
17469	11	32	20240702	NULL
14224	11	13	20240702	NULL
10534	11	13	20240702	NULL
5103	11	13	20240702	NULL
3583	11	13	20240702	NULL
3678	11	13	20240702	NULL
3679	11	13	20240702	NULL
4471	11	13	20240702	NULL
4039	11	13	20240702	NULL
4040	11	13	20240702	NULL
3583	11	32	20240702	NULL
2195	11	32	20240702	NULL
1170	11	32	20240702	NULL
1885	11	15	20240702	NULL
24145	11	32	20240702	NULL
24794	11	32	20240702	NULL
6119	11	32	20240702	NULL
27501	11	32	20240702	NULL
27502	11	32	20240702	NULL
3456	11	32	20240702	NULL
17624	11	32	20240702	NULL
15962	11	4	20240702	NULL
10661	11	4	20240702	NULL
27504	11	22	20240702	NULL
27503	11	22	20240702	NULL
18199	11	22	20240702	NULL
6185	11	22	20240702	NULL
27488	11	13	20240703	د
25527	10	NULL	20240703	NULL
23651	10	NULL	20240703	NULL
23655	10	NULL	20240703	NULL
23649	10	NULL	20240703	NULL
23618	10	NULL	20240703	NULL
27451	11	13	20240703	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1289
25527	10	NULL	20240703	NULL
23651	10	NULL	20240703	NULL
23655	10	NULL	20240703	NULL
23656	10	NULL	20240703	NULL
23649	10	NULL	20240703	NULL
23618	10	NULL	20240703	NULL
